namespace,cbb_items
CDVAL#A006820161102T01:17:56.,test16
CDVAL#A006820161102T18:57:48.,test16
CDVAL#A006820161103T18:57:07.,test16
CDVAL#A006820161104T18:57:27.,test16
CDVAL#A006820161105T18:57:26.,test16
CDVAL#A006820161106T18:57:18.,test16
CDVAL#A006820161107T18:57:32.,test16
CDVAL#A006820161108T18:56:08.,test16
CDVAL#A006820161109T18:56:26.,test16
CDVAL#A006820161110T18:56:04.,test16
CDVAL#A006820161111T18:56:18.,test16
CDVAL#A006820161112T18:56:13.,test16
CDVAL#A006820161113T18:56:16.,test16
CDVAL#A006820161114T00:34:19.,test16
CDVAL#A006820161114T18:57:09.,test16
CDVAL#A006820161115T06:54:53.,test16
CDVAL#A006820161115T18:56:14.,test16
CDVAL#A006820161116T18:56:26.,test16
CDVAL#A006820161117T18:56:45.,test16
CDVAL#A006820161118T18:56:26.,test16
CDVAL#A006820161119T18:56:21.,test16
CDVAL#A006820161120T18:56:29.,test16
CDVAL#A006820161121T00:34:13.,test16
CDVAL#A006820161121T00:54:01.,test16
CDVAL#A006820161121T01:03:49.,test16
CDVAL#A006820161121T01:17:38.,test16
CDVAL#A006820161121T01:21:15.,test16
CDVAL#A006820161121T06:59:26.,test16
CDVAL#A006820161121T18:56:28.,test16
CDVAL#A006820161122T18:56:40.,test16
CDVAL#A006820161123T01:30:13.,test16
CDVAL#A006820161123T01:32:12.,test16
CDVAL#A006820161123T01:35:56.,test16
CDVAL#A006820161123T01:45:01.,test16
CDVAL#A006820161123T01:46:43.,test16
CDVAL#A006820161123T09:34:16.,test16
CDVAL#A006820161123T18:56:31.,test16
CDVAL#A006820161124T00:38:31.,test16
CDVAL#A006820161124T18:57:10.,test16
CDVAL#A006820161125T01:31:48.,test16
CDVAL#A006820161125T01:35:14.,test16
CDVAL#A006820161125T01:46:38.,test16
CDVAL#A006820161125T02:11:15.,test16
CDVAL#A006820161125T18:55:09.,test16
CDVAL#A006820161126T18:54:58.,test16
CDVAL#A006820161127T18:55:08.,test16
CDVAL#A006820161128T01:30:18.,test16
CDVAL#A006820161128T05:37:23.,test16
CDVAL#A006820161128T06:04:47.,test16
CDVAL#A006820161128T19:01:13.,test16
CDVAL#A006820161129T01:58:40.,test16
CDVAL#A006820161129T02:19:40.,test16
CDVAL#A006820161129T02:28:12.,test16
CDVAL#A006820161129T19:01:08.,test16
CDVAL#A006820161130T18:55:43.,test16
CDVAL#A006820161201T02:05:34.,test16
CDVAL#A006820161201T18:55:30.,test16
CDVAL#A006820161202T18:55:39.,test16
CDVAL#A006820161203T18:55:32.,test16
CDVAL#A006820161204T18:55:35.,test16
CDVAL#A006820161205T18:54:45.,test16
CDVAL#A006820161206T18:55:46.,test16
CDVAL#A006820161207T18:55:35.,test16
CDVAL#A006820161208T18:56:20.,test16
CDVAL#A006820161209T01:04:39.,test16
CDVAL#A006820161209T01:15:32.,test16
CDVAL#A006820161209T18:56:16.,test16
CDVAL#A006820161210T18:56:06.,test16
CDVAL#A006820161211T18:56:38.,test16
CDVAL#A006820161212T01:05:48.,test16
CDVAL#A006820161212T01:28:18.,test16
CDVAL#A006820161212T18:56:59.,test16
CDVAL#A006820161213T18:55:35.,test16
CDVAL#A006820161214T02:15:45.,test16
CDVAL#A006820161214T02:18:33.,test16
CDVAL#A006820161214T04:07:37.,test16
CDVAL#A006820161214T04:24:20.,test16
CDVAL#A006820161214T18:57:08.,test16
CDVAL#A006820161215T18:58:06.,test16
CDVAL#A006820161226T03:07:10.,test16
CDVAL#A006820161226T05:23:53.,test16
CDVAL#A006820161226T19:03:43.,test16
CDVAL#A006820161227T05:14:56.,test16
CDVAL#A006820161227T19:03:15.,test16
CDVAL#A006820161228T19:04:07.,test16
CDVAL#A006820161229T01:29:20.,test16
CDVAL#A006820161229T01:52:58.,test16
CDVAL#A006820161229T19:02:43.,test16
CDVAL#A006820161230T01:11:13.,test16
CDVAL#A006820161231T19:22:35.,test16
CDVAL#A006820170101T06:38:53.,test16
CDVAL#A006820170101T19:24:14.,test16
CDVAL#A006820170103T21:48:40.,test16
CDVAL#A006820170104T19:32:26.,test16
CDVAL#A006820170105T19:38:58.,test16
CDVAL#A006820170106T19:40:01.,test16
CDVAL#A006820170107T19:25:40.,test16
CDVAL#A006820170108T19:24:42.,test16
CDVAL#A006820170109T19:35:55.,test16
CDVAL#A006820170110T04:03:48.,test16
CDVAL#A006820170110T04:29:57.,test16
CDVAL#A006820170110T05:06:28.,test16
CDVAL#A006820170110T05:24:28.,test16
CDVAL#A006820170110T05:44:07.,test16
CDVAL#A006820170110T06:00:27.,test16
CDVAL#A006820170110T19:42:14.,test16
CDVAL#A006820170111T19:34:32.,test16
CDVAL#A006820170112T19:38:20.,test16
CDVAL#A006820170113T19:35:52.,test16
CDVAL#A006820170114T19:24:36.,test16
CDVAL#A006820170115T19:24:42.,test16
CDVAL#A006820170116T19:44:57.,test16
CDVAL#A006820170117T19:33:49.,test16
CDVAL#A006820170120T08:04:38.,test16
CDVAL#A006820170120T19:35:02.,test16
CDVAL#A006820170121T19:22:21.,test16
CDVAL#A006820170122T19:26:04.,test16
CDVAL#A006820170123T19:27:27.,test16
CDVAL#A006820170124T19:27:13.,test16
CDVAL#A006820170125T19:33:39.,test16
CDVAL#A006820170126T19:28:56.,test16
CDVAL#A006820170127T19:26:42.,test16
CDVAL#A006820170128T19:28:44.,test16
CDVAL#A006820170129T19:23:54.,test16
CDVAL#A006820170130T19:27:18.,test16
CDVAL#A006820170131T19:36:23.,test16
CDVAL#A006820170201T19:30:07.,test16
CDVAL#A006820170202T05:10:44.,test16
CDVAL#A006820170202T19:37:05.,test16
CDVAL#A006820170203T00:48:38.,test16
CDVAL#A006820170203T19:33:38.,test16
CDVAL#A006820170204T19:26:02.,test16
CDVAL#A006820170205T19:29:53.,test16
CDVAL#A006820170206T19:43:04.,test16
CDVAL#A006820170207T12:39:46.,test16
CDVAL#A006820170208T01:33:48.,test16
CDVAL#A006820170208T01:42:38.,test16
CDVAL#A006820170208T19:38:40.,test16
CDVAL#A006820170209T02:28:24.,test16
CDVAL#A006820170209T09:16:50.,test16
CDVAL#A006820170210T19:39:56.,test16
CDVAL#A006820170211T19:25:19.,test16
CDVAL#A006820170212T19:25:31.,test16
CDVAL#A006820170213T19:37:19.,test16
CDVAL#A006820170214T19:46:25.,test16
CDVAL#A006820170215T00:52:59.,test16
CDVAL#A006820170215T19:43:10.,test16
CDVAL#A006820170216T19:42:24.,test16
CDVAL#A006820170219T19:27:59.,test16
CDVAL#A006820170220T19:51:26.,test16
CDVAL#A006820170221T19:42:50.,test16
CDVAL#A006820170222T19:42:06.,test16
CDVAL#A006820170223T19:42:32.,test16
CDVAL#A006820170224T19:43:11.,test16
CDVAL#A006820170225T19:25:14.,test16
CDVAL#A006820170226T19:25:59.,test16
CDVAL#A006820170227T19:38:08.,test16
CDVAL#A006820170228T19:38:52.,test16
CDVAL#A006820170301T19:32:02.,test16
CDVAL#A006820170302T19:39:58.,test16
CDVAL#A006820170303T19:41:02.,test16
CDVAL#A006820170304T19:24:33.,test16
CDVAL#A006820170305T19:34:46.,test16
CDVAL#A006820170306T20:24:53.,test16
CDVAL#A006820170307T00:39:19.,test16
CDVAL#A006820170307T01:03:56.,test16
CDVAL#A006820170307T19:36:36.,test16
CDVAL#A006820170308T19:45:35.,test16
CDVAL#A006820170309T19:38:32.,test16
CDVAL#A006820170310T19:35:15.,test16
CDVAL#A006820170311T19:24:03.,test16
CDVAL#A006820170312T19:31:15.,test16
CDVAL#A006820170313T19:36:43.,test16
CDVAL#A006820170314T19:35:13.,test16
CDVAL#A006820170315T19:40:26.,test16
CDVAL#A006820170316T19:47:36.,test16
CDVAL#A006820170317T05:37:55.,test16
CDVAL#A006820170317T05:51:03.,test16
CDVAL#A006820170317T19:39:25.,test16
CDVAL#A006820170318T19:23:25.,test16
CDVAL#A006820170320T00:54:08.,test16
CDVAL#A006820170320T10:11:00.,test16
CDVAL#A006820170320T10:39:55.,test16
CDVAL#A006820170320T19:38:59.,test16
CDVAL#A006820170321T19:36:05.,test16
CDVAL#A006820170322T19:38:01.,test16
CDVAL#A006820170323T19:30:41.,test16
CDVAL#A006820170324T19:32:00.,test16
CDVAL#A006820170325T19:23:03.,test16
CDVAL#A006820170326T19:24:19.,test16
CDVAL#A006820170327T19:35:31.,test16
CDVAL#A006820170328T19:35:42.,test16
CDVAL#A006820170329T19:38:42.,test16
CDVAL#A006820170330T19:49:43.,test16
CDVAL#A006820170403T01:18:08.,test16
CDVAL#A006820170403T02:24:34.,test16
CDVAL#A006820170403T05:54:20.,test16
CDVAL#A006820170403T19:35:17.,test16
CDVAL#A006820170404T00:40:16.,test16
CDVAL#A006820170404T00:51:30.,test16
CDVAL#A006820170405T19:40:44.,test16
CDVAL#A006820170406T19:41:56.,test16
CDVAL#A006820170407T01:29:15.,test16
CDVAL#A006820170407T02:19:09.,test16
CDVAL#A006820170410T01:41:42.,test16
CDVAL#A006820170411T00:52:39.,test16
CDVAL#A006820170412T02:05:55.,test16
CDVAL#A006820170412T19:37:53.,test16
CDVAL#A006820170413T19:37:52.,test16
CDVAL#A006820170414T19:43:32.,test16
CDVAL#A006820170415T19:31:39.,test16
CDVAL#A006820170417T01:00:30.,test16
CDVAL#A006820170417T05:44:11.,test16
CDVAL#A006820170417T19:42:01.,test16
CDVAL#A006820170419T01:07:52.,test16
CDVAL#A006820170419T06:38:15.,test16
CDVAL#A006820170419T07:13:53.,test16
CDVAL#A006820170420T00:34:25.,test16
CDVAL#A006820170420T01:55:08.,test16
CDVAL#A006820170420T19:53:47.,test16
CDVAL#A006820170424T00:38:33.,test16
CDVAL#A006820170424T01:59:31.,test16
CDVAL#A006820170424T10:39:09.,test16
CDVAL#A006820170425T00:35:23.,test16
CDVAL#A006820170425T04:54:09.,test16
CDVAL#A006820170426T04:43:46.,test16
CDVAL#A006820170427T00:29:35.,test16
CDVAL#A006820170428T04:40:40.,test16
CDVAL#A006820170428T20:05:28.,test16
CDVAL#A006820170430T19:35:55.,test16
CDVAL#A006820170502T19:22:45.,test16
CDVAL#A006820170503T19:17:50.,test16
CDVAL#A006820170504T19:22:06.,test16
CDVAL#A006820170505T19:17:37.,test16
CDVAL#A006820170506T19:16:41.,test16
CDVAL#A006820170507T19:17:23.,test16
CDVAL#A006820170510T07:37:34.,test16
CDVAL#A006820170510T19:29:27.,test16
CDVAL#A006820170511T19:28:52.,test16
CDVAL#A006820170512T19:24:18.,test16
CDVAL#A006820170513T19:16:46.,test16
CDVAL#A006820170514T19:15:54.,test16
CDVAL#A006820170515T19:29:35.,test16
CDVAL#A006820170516T04:40:51.,test16
CDVAL#A006820170516T19:30:27.,test16
CDVAL#A006820170517T19:32:28.,test16
CDVAL#A006820170518T05:33:57.,test16
CDVAL#A006820170518T08:15:49.,test16
CDVAL#A006820170518T08:40:27.,test16
CDVAL#A006820170518T19:35:18.,test16
CDVAL#A006820170519T19:35:25.,test16
CDVAL#A006820170520T19:19:05.,test16
CDVAL#A006820170521T19:24:58.,test16
CDVAL#A006820170522T19:33:29.,test16
CDVAL#A006820170523T19:39:08.,test16
CDVAL#A006820170524T19:44:22.,test16
CDVAL#A006820170525T19:34:30.,test16
CDVAL#A006820170526T19:34:19.,test16
CDVAL#A006820170527T19:20:03.,test16
CDVAL#A006820170528T19:18:01.,test16
CDVAL#A006820170529T19:34:42.,test16
CDVAL#A006820170531T19:34:24.,test16
CDVAL#A006820170602T00:58:18.,test16
CDVAL#A006820170602T09:46:47.,test16
CDVAL#A006820170602T09:47:35.,test16
CDVAL#A006820170602T19:45:44.,test16
CDVAL#A006820170603T19:23:44.,test16
CDVAL#A006820170604T19:20:34.,test16
CDVAL#A006820170605T03:52:51.,test16
CDVAL#A006820170605T04:29:02.,test16
CDVAL#A006820170607T05:56:54.,test16
CDVAL#A006820170607T19:35:17.,test16
CDVAL#A006820170608T19:34:47.,test16
CDVAL#A006820170609T19:38:33.,test16
CDVAL#A006820170610T19:35:25.,test16
CDVAL#A006820170611T19:18:30.,test16
CDVAL#A006820170612T19:53:59.,test16
CDVAL#A006820170613T05:41:33.,test16
CDVAL#A006820170614T00:33:09.,test16
CDVAL#A006820170615T19:25:18.,test16
CDVAL#A006820170618T19:21:46.,test16
CDVAL#A006820170619T19:35:25.,test16
CDVAL#A006820170620T11:17:56.,test16
CDVAL#A006820170621T07:14:39.,test16
CDVAL#A006820170622T19:30:44.,test16
CDVAL#A006820170625T19:25:11.,test16
CDVAL#A006820170626T01:53:32.,test16
CDVAL#A006820170626T19:41:53.,test16
CDVAL#A006820170627T19:34:08.,test16
CDVAL#A006820170628T00:47:46.,test16
CDVAL#A006820170628T19:51:00.,test16
CDVAL#A006820170629T19:30:44.,test16
CDVAL#A006820170630T19:28:13.,test16
CDVAL#A006820170702T19:20:19.,test16
CDVAL#A006820170703T08:18:04.,test16
CDVAL#A006820170704T04:06:16.,test16
CDVAL#A006820170704T04:50:38.,test16
CDVAL#A006820170704T19:33:24.,test16
CDVAL#A006820170705T19:33:09.,test16
CDVAL#A006820170706T19:35:33.,test16
CDVAL#A006820170707T00:49:54.,test16
CDVAL#A0068BAL_CERTIFICATE_EMAIL,Balance Certificate Email Notice
CDVAL#A007201,Membership
CDVAL#A007202,Registration Account
CDVAL#A007211,Loan Applicaiton
CDVAL#A007601,Customer
CDVAL#A007602,Staff
CDVAL#A007603,Mobilephone
CDVAL#A007604,E-mail
CDVAL#A007701,Customer
CDVAL#A007702,Staff
CDVAL#A007703,Mobilephone
CDVAL#A007704,E-mail
CDVAL#A007801,Normal Arrangement
CDVAL#A007802,Membership Arrangement
CDVAL#A007803,Transactional Arrangement
CDVAL#A007804,Standing Order
CDVAL#A007805,Collateral Arrangement
CDVAL#A007806,Supply Chain Finance Arrangement
CDVAL#A007809,Internal Account
CDVAL#A007810,Link To External Account Arrangement
CDVAL#A007811,Merchant Arrangement 
CDVAL#A007812,Payment Arrangement
CDVAL#A007813,Point Arrangement
CDVAL#A007814,Service Arrangement
CDVAL#A007815,Periodic Transfer Arrangement
CDVAL#A007816,External Product Sales Agent
CDVAL#A007817,Partner Arrangement
CDVAL#A007818,Assessment Arrangement
CDVAL#A007897,Assessment Arrangement
CDVAL#A007898,Other Arrangement
CDVAL#A007899,Modification Arrangement
CDVAL#A007901,Receive
CDVAL#A007902,Issue
CDVAL#A008001,Document Identification
CDVAL#A008002,Arrangement Service
CDVAL#A008003,Actor
CDVAL#A008004,Extended Attribute
CDVAL#A008005,Important Certificate
CDVAL#A0081regt,Register
CDVAL#A0082NbrAlphbtCmbntn,Number And Alphabet Combination
CDVAL#A0089CM_XTN_CODE,Extended Code
CDVAL#A009001,Customer
CDVAL#A009002,Staff
CDVAL#A00921001,Normal Open
CDVAL#A00921002,Cash Deposit
CDVAL#A00921003,Transfer Deposit
CDVAL#A00921004,Standing Order Deposit
CDVAL#A00921005,Interest Caplitalization
CDVAL#A00921006,Transferred Deposit
CDVAL#A00921007,Loan Execution
CDVAL#A00921008,Balance Sweep Deposit
CDVAL#A00921009,Cash Withdrawal
CDVAL#A00921010,Withdrawal to transfer
CDVAL#A00921011,Loan Interest Payment
CDVAL#A00921012,Transferred Withdrawal
CDVAL#A00921013,Loan Repayment
CDVAL#A00921014,Fee Withdrawal
CDVAL#A00921015,Loan Fee Withdrawal
CDVAL#A00921016,Balance Sweep Withdrawal
CDVAL#A00921017,Standing Order withdrawal
CDVAL#A00921018,Normal Close
CDVAL#A00922001,Deposit
CDVAL#A00922002,Deposit Smart Deposit
CDVAL#A00922003,Withdrawal Smart Deposit
CDVAL#A00922004,MMF Subscription
CDVAL#A00922005,MMF Redemption
CDVAL#A00922006,WMP Subscription
CDVAL#A00922007,WMP Withdrawal
CDVAL#A00922008,Benefit Amount
CDVAL#A00925001,Charge
CDVAL#A00925002,Withdrawal
CDVAL#A00925003,MMF subscription
CDVAL#A00925004,MMF redemption
CDVAL#A00925005,ADD deposit
CDVAL#A00925006,ADD Withdrawal
CDVAL#A00925007,WMP subscription
CDVAL#A00925008,WMP withdrawal
CDVAL#A00925009,WMP maturity
CDVAL#A00925010,Loan deposit
CDVAL#A00925011,Loan repayment
CDVAL#A00925012,Payment
CDVAL#A00940,All
CDVAL#A00941,Principal Amount
CDVAL#A00942,Interest Amount
CDVAL#A00951,Interest
CDVAL#A00952,Dividend
CDVAL#A00953,Penalty
CDVAL#A009601,Regular Taxation
CDVAL#A009602,Tax Preferential
CDVAL#A009603,Limited Tax Rate
CDVAL#A009604,Separate Taxation
CDVAL#A009610,Tax Free
CDVAL#A009611,Household Non Tax
CDVAL#A009700,Registration
CDVAL#A009701,Active
CDVAL#A009702,Close
CDVAL#A009801,Handling Asynchronous 
CDVAL#A009802,Handling asynchronous non-response
CDVAL#A009803,Handling Synchronous 
CDVAL#A009804,Open Synchronous 
CDVAL#A009805,Batch File Send/Recevie
CDVAL#A0099CN,Cancel Transaction
CDVAL#A0099CR,Correction Transaction
CDVAL#A0099OG,Original Transaction
CDVAL#A010001,Tax Free
CDVAL#A010002,Small Amount
CDVAL#A010003,Subsistence
CDVAL#A0100111,Dividend income tax
CDVAL#A0101101,Normal Rate
CDVAL#A0101102,Early Termination Rate
CDVAL#A0101103,After Maturity Date Rate
CDVAL#A0101104,Set-Off Rate
CDVAL#A0101105,Special Early Termination Rate
CDVAL#A0101106,Partial Withdrawal Rate
CDVAL#A0101107,Breach Contract Rate
CDVAL#A0101108,Deposit Delay Rate
CDVAL#A0101109,Maturity Forward Rate
CDVAL#A0101110,Holiday Rate
CDVAL#A0101199,Before Maturity Date Holiday Rate
CDVAL#A010201,Product
CDVAL#A010202,Arrangement
CDVAL#A010203,Transaction
CDVAL#A010301,Request
CDVAL#A010302,Active
CDVAL#A010303,Suspended
CDVAL#A010304,Terminated
CDVAL#A010305,Deleted
CDVAL#A010306,Walkout
CDVAL#A010307,Bankruptcy
CDVAL#A010308,Deleted
CDVAL#A010309,Incompetent
CDVAL#A01030A,Before identification
CDVAL#A01030B,Under identification
CDVAL#A010310,Passing/Missing
CDVAL#A010311,Incompetent
CDVAL#A010320,Ignore
CDVAL#A010399,Guest
CDVAL#A01040001,Seoul Bank
CDVAL#A01040002,Kyunggi Bank
CDVAL#A01040101,Busan Bank
CDVAL#A01040102,Jeju Bank
CDVAL#A01040103,K Bank
CDVAL#A01040201,Tailong Bank
CDVAL#A01040202,Ali-Fair Bank
CDVAL#A01040204,SCF Bank
CDVAL#A01040939,Construction Bank
CDVAL#A01041288,Agricultural Bank
CDVAL#A01041398,Industrial And Commercial Bank
CDVAL#A01043328,Bank Of Communications
CDVAL#A01043968,Merchants Bank
CDVAL#A01043988,Bank Of China
CDVAL#A010701,Customer Request
CDVAL#A010702,Reviewer Request
CDVAL#A010709,Etc.
CDVAL#A0108H01,Submit Document Error
CDVAL#A0108H02,Submit Document Incomplete
CDVAL#A011001,Demand Deposit Accumulated Amount Calculation
CDVAL#A011002,Demand Deposit First-In First-Out Calculation
CDVAL#A011003,Installment Deposit Accumulated Amount Calculation (For China)
CDVAL#A011004,Current Balance Calculation
CDVAL#A0112ArrangementService,Arrangement Service
CDVAL#A0112Certificate,Certificate
CDVAL#A0112CustomerExtendedAttribute,Customer Extended Attribute
CDVAL#A0112Document,Document
CDVAL#A0112Ipct,Important Certificate
CDVAL#A0112Job,Job
CDVAL#A0112Position,Position
CDVAL#A0112Role,Role
CDVAL#A0112StandardIndustrial,Standard Industrial
CDVAL#A0113B,Canceled
CDVAL#A0113L,Requested
CDVAL#A0113N,Executed
CDVAL#A0113R,Failed
CDVAL#A0114101,Deposit Normal Interest Rate 
CDVAL#A0114102,Early Termination Interest Rate
CDVAL#A0114103,After Maturity Interest Rate 
CDVAL#A0114104,Set-Off Interest Rate
CDVAL#A0114105,Special Early Termination Interest Rate
CDVAL#A0114106,Partial Termination Interest Rate
CDVAL#A0114107,Breach Of Contract Rate
CDVAL#A0114108,Deposit Delay Interest Rate
CDVAL#A0114109,Put Maturity Date Forward Interest Rate
CDVAL#A0114110,Holiday Interest Rate
CDVAL#A0115201,Loan Normal Interest Rate
CDVAL#A0115202,Interest Overdue Penalty Rate
CDVAL#A0115203,Repayments Principal Overdue Penalty Interest
CDVAL#A0115204,Loan Balance Overdue Penalty Interest
CDVAL#A0115205,Early Redemption Fee
CDVAL#A0115290,Internal Interest Rate
CDVAL#A011600,Timeout
CDVAL#A011601,Timeout
CDVAL#A011602,Business reason
CDVAL#A011701,This Month
CDVAL#A011702,This Year
CDVAL#A011801,Term Extension
CDVAL#A011802,Limit Reduction
CDVAL#A011803,Limit Increase
CDVAL#A011804,Limit Increase and Term Extension
CDVAL#A012001,Add Spread
CDVAL#A012002,Subtract Spread
CDVAL#A012003,Multiply Spread
CDVAL#A012004,Divide Spread
CDVAL#A01211,Normal
CDVAL#A01212,Close
CDVAL#A01213,Inactive
CDVAL#A01214,Transferred
CDVAL#A012301,Receipt
CDVAL#A012302,Respite
CDVAL#A012303,Respite After Receipt
CDVAL#A01240,OFF
CDVAL#A01241,FATAL
CDVAL#A01242,ERROR
CDVAL#A01243,WARN
CDVAL#A01244,INFO
CDVAL#A01245,DEBUG
CDVAL#A01246,ALL
CDVAL#A01247,TRACE
CDVAL#A01248,DEFAULT
CDVAL#A0125DOWN,DOWN
CDVAL#A0125UP,UP
CDVAL#A0126N,normal
CDVAL#A0126Y,error
CDVAL#A012930000,Fee
CDVAL#A012930100,Transfer Fee
CDVAL#A012930101,Own Bank Transfer Fee
CDVAL#A012930102,Other Bank Transfer Fee
CDVAL#A012930103,Payer Standing Order Fee
CDVAL#A012930200,Loan Fee
CDVAL#A012930201,Early Termination Fee
CDVAL#A012930202,Mortgage Investigation Fee
CDVAL#A012930203,Limit Agreement Fee
CDVAL#A012930204,Limit Agreement Unused Fee
CDVAL#A012930300,Channel Usage Fee
CDVAL#A012930301,Atm Fee
CDVAL#A012930302,Internet Banking Fee
CDVAL#A012930400,Transactional Fee
CDVAL#A012930401,Balance Certificate Issue Fee
CDVAL#A012930402,Asset Certificate Issue Fee
CDVAL#A012930403,Account Management Fee
CDVAL#A012930404,Paper issue fee
CDVAL#A01311,Cash
CDVAL#A01312,Transfer
CDVAL#A01313,Partial Transfer
CDVAL#A0132S,System Error
CDVAL#A0132V,Validation Error
CDVAL#A01341,00000
CDVAL#A01342,10201
CDVAL#A01343,10204
CDVAL#A01344,10203
CDVAL#A01345,10202
CDVAL#A01351,10204
CDVAL#A01352,10202
CDVAL#A01353,10203
CDVAL#A01354,10201
CDVAL#A01355,00000
CDVAL#A013601,01
CDVAL#A01371,Normal
CDVAL#A01372,Close
CDVAL#A013803,External Code
CDVAL#A013901,Standard Code
CDVAL#A013904,Standard Subset Code
CDVAL#A0140CDD,Customer Due Diligence
CDVAL#A0140CRDTSCR,Customer Credit Score Grade
CDVAL#A0140CRDTSCRNUM,Customer Credit Score Number
CDVAL#A0140P2P_ACTIVITY,P2P Borrower Activity
CDVAL#A0140P2P_CREDIBILITY,P2P Borrower Credibility
CDVAL#A0140P2P_CREDIT_RATING,P2P Borrower Credit Rating
CDVAL#A0140P2P_LOAN_RATING,P2P Borrower Loan Rating
CDVAL#A0140P2P_OBJECTIVITY,P2P Borrower Objectivity 
CDVAL#A0140P2P_STABILITY,P2P Borrower Stability
CDVAL#A0140RISK_APPTT,Risk Appetite
CDVAL#A0140TF_POINT,TF Point
CDVAL#A0140VIP,Customer VIP Grade
CDVAL#A014101,Fee Discount Group
CDVAL#A014102,Fee Free Group
CDVAL#A014201,selected account
CDVAL#A014202,All of the accounts per product
CDVAL#A014203,All of the accounts per branch
CDVAL#A014301,1Day
CDVAL#A014302,1Month
CDVAL#A014303,2Month
CDVAL#A014304,3Month
CDVAL#A014305,1Year
CDVAL#A01441,Prediction query
CDVAL#A01442,Result query
CDVAL#A01461001,Recommendation of acquaintances
CDVAL#A01461002,Advertisement/Media
CDVAL#A01461003,Recommendation of Branch
CDVAL#A0147AA201504-0001,2015-04 Product Campaign
CDVAL#A0147AA201505-0001,2015-05 Product Campaign
CDVAL#A0147AA201506-0001,2015-06 Product Campaign
CDVAL#A0147AA201507-0001,2015-07 Product Campaign
CDVAL#A0147AA201508-0001,2015-08 Product Campaign
CDVAL#A0147AA201509-0001,2015-09 Product Campaign
CDVAL#A0147AA201510-0001,2015-10 Product Campaign
CDVAL#A0148,Account Inquiry Distinction
CDVAL#A01481,Account
CDVAL#A01482,Membership Agreement
CDVAL#A01483,Payment Account funds
CDVAL#A01484,SCF Use Agreement
CDVAL#A01485,Suspnese Account
CDVAL#A014903,Email
CDVAL#A014904,SMS
CDVAL#A015002,Print
CDVAL#A015003,Email
CDVAL#A015005,FAX
CDVAL#A01511,Own Bank
CDVAL#A01512,Other Bank
CDVAL#A0152000,Mother Child Account
CDVAL#A0152001,Operational Account
CDVAL#A0152002,Money Transfer Source Account
CDVAL#A0152003,Standing Order Source Account
CDVAL#A0152004,Standing Order Target Account
CDVAL#A0152005,Cash Collection Account
CDVAL#A0152006,Query Integration
CDVAL#A0152007,Swing Account
CDVAL#A0152011,Loan Principal Payment Account 
CDVAL#A0152012,Loan Interest Payment Account 
CDVAL#A0152013,Loan Payment Account 
CDVAL#A0152014,Trade Cooperator Use Agreement
CDVAL#A0152015,Account Based on Loan
CDVAL#A0152016,Trade Counterparty Use Agreement
CDVAL#A0154C,Canceled
CDVAL#A0154L,Applied
CDVAL#A0154T,Terminated
CDVAL#A0154V,Approved
CDVAL#A01551,Main Arrangement
CDVAL#A01552,Sub Arrangement
CDVAL#A015901,Levy
CDVAL#A015902,Exemption
CDVAL#A016005,Travel Insurance Join
CDVAL#A016006,Affiliates Milage Offer
CDVAL#A016801,BUY
CDVAL#A016802,SELL
CDVAL#A01781,basic fee
CDVAL#A01782,discount fee
CDVAL#A01783,exemption
CDVAL#A019601,Manual
CDVAL#A019602,Product
CDVAL#A019603,Customer
CDVAL#A019604,Arrangement
CDVAL#A019801,Passing/Missing
CDVAL#A019802,Incompetent
CDVAL#A019803,abnormal passbook name
